"cnames","species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n"
"Arielulus torquatus","Arielulus torquatus","Arielulus_torquatus","Arielulus","VESPERTILIONIDAE","Yangochiroptera","Arielulus_torquatus",0,0,0,"drop","drop",NA,"yes","Arielulus torquatus",6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",2
"Ariteus flavescens","Ariteus flavescens","Ariteus_flavescens","Ariteus","PHYLLOSTOMIDAE","Yangochiroptera","Ariteus_flavescens",0,0,0,"drop","drop",NA,"yes","Ariteus flavescens",10.09,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,40,0,60,40,0,0,0,0,0,60,0,0,0,2,2,"Ar",1,0,0,0,1,1500,0,1500,1,NA,0,0,"Neotropical",2
"Artibeus amplus","Artibeus amplus","Artibeus_amplus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_amplus",0,1,0,"keep","drop",0,"yes","Artibeus amplus",61.04,NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,2630,25,2605,0,NA,1,0,"Neotropical",1
"Artibeus concolor","Artibeus concolor","Artibeus_concolor","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_concolor",0,0,0,"drop","drop",NA,"yes","Artibeus concolor",19.675,0.633,NA,47.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,1000,NA,NA,0,NA,0,0,"Neotropical",1
"Artibeus fimbriatus","Artibeus fimbriatus","Artibeus_fimbriatus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_fimbriatus",11,5,2,"keep","keep",0,"yes","Artibeus fimbriatus",63.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",1
"Artibeus fraterculus","Artibeus fraterculus","Artibeus_fraterculus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_fraterculus",0,1,0,"keep","drop",1,"yes","Artibeus fraterculus",45.65,NA,93,56,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Artibeus hirsutus","Artibeus hirsutus","Artibeus_hirsutus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_hirsutus",0,3,0,"keep","drop",1,"yes","Artibeus hirsutus",40.42,NA,70,55.88,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",3
"Artibeus inopinatus","Artibeus inopinatus","Artibeus_inopinatus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_inopinatus",0,0,0,"drop","drop",1,"yes","Artibeus inopinatus",18.99,NA,72,50.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,1000,NA,NA,0,NA,1,0,"Neotropical",3
"Artibeus jamaicensis","Artibeus jamaicensis","Artibeus_jamaicensis","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_jamaicensis",93,104,27,"keep","keep",1,"yes","Artibeus jamaicensis",46.1,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",4
"Artibeus lituratus","Artibeus lituratus","Artibeus_lituratus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_lituratus",332,111,21,"keep","keep",1,"yes","Artibeus lituratus",46.1,1.05,93,70.33,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,0,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Artibeus obscurus","Artibeus obscurus","Artibeus_obscurus","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera","Artibeus_obscurus",16,9,1,"keep","keep",0,"yes","Artibeus obscurus",45.65,NA,93,NA,7014.083,326.825,288.37,365.28,394.91,106.54,NA,1,2,219.849,8.9,15,33.79,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,500,NA,NA,0,NA,1,0,"Neotropical",2
"Artibeus planirostris","Artibeus planirostris","Artibeus_planirostris","Artibeus","PHYLLOSTOMIDAE","Yangochiroptera",NA,65,39,9,"keep","keep",0,"yes","Artibeus planirostris",47,0.93,93,60.34,7014.083,333.22,288.37,365.28,440.57,106.54,NA,1,2,219.849,8.9,15,33.79,1920.478,NA,NA,0,2,NA,NA,20,0,80,10,0,0,0,0,0,80,10,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",2
"Asellia arabica","Asellia arabica","Asellia_arabica","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes","Asellia arabica",10,0.24,56,51.33,NA,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1
"Asellia patrizii","Asellia patrizii","Asellia_patrizii","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera","Asellia_patrizii",0,0,0,"drop","drop",1,"yes","Asellia patrizii",8.72,NA,NA,38.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical",3
"Asellia tridens","Asellia tridens","Asellia_tridens","Asellia","HIPPOSIDERIDAE","Yinpterochiroptera","Asellia_tridens",0,5,0,"keep","drop",1,"yes","Asellia tridens",10,0.24,56,51.33,NA,730.5,730.5,730.5,796.6,66.1,NA,1,1,365,NA,80.88,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,0,NA,1,0,"Afrotropical, Indomalayan, Palearctic",5
"Aselliscus stoliczkanus","Aselliscus stoliczkanus","Aselliscus_stoliczkanus","Aselliscus","HIPPOSIDERIDAE","Yinpterochiroptera","Aselliscus_stoliczkanus",23,12,3,"keep","keep",0,"yes","Aselliscus stoliczkanus",6.09,0.15,NA,41.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Indomalayan, Palearctic",1
"Aselliscus tricuspidatus","Aselliscus tricuspidatus","Aselliscus_tricuspidatus","Aselliscus","HIPPOSIDERIDAE","Yinpterochiroptera","Aselliscus_tricuspidatus",0,0,0,"drop","drop",1,"yes","Aselliscus tricuspidatus",4.08,0.134,NA,40.5,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,600,0,600,1,NA,0,0,"Australasian",2
"Balantiopteryx infusca","Balantiopteryx infusca","Balantiopteryx_infusca","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_infusca",0,0,0,"drop","drop",1,"yes","Balantiopteryx infusca",9.05,NA,53,38.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1200,150,1050,0,NA,0,0,"Neotropical",2
"Balantiopteryx io","Balantiopteryx io","Balantiopteryx_io","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_io",0,0,0,"drop","drop",0,"yes","Balantiopteryx io",3.97,NA,42.1,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.59,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,500,0,500,0,NA,0,0,"Neotropical",2
"Balantiopteryx plicata","Balantiopteryx plicata","Balantiopteryx_plicata","Balantiopteryx","EMBALLONURIDAE","Yangochiroptera","Balantiopteryx_plicata",0,6,0,"keep","drop",1,"yes","Balantiopteryx plicata",6.57,NA,53,42.23,NA,226.19,226.19,NA,365,138.81,NA,0.99,1,NA,2,58.59,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1500,0,1500,0,NA,1,0,"Neotropical",3
"Balionycteris maculata","Balionycteris maculata","Balionycteris_maculata","Balionycteris","PTEROPODIDAE","Yinpterochiroptera","Balionycteris_maculata",1,0,0,"keep","keep",0,"yes","Balionycteris maculata",14.43,0.511,66,40.96,1460,730.5,730.5,730.5,865.5,135,NA,1,1.5,NA,3.5,60,NA,NA,NA,NA,1,2,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,NA,1
"Barbastella barbastellus","Barbastella barbastellus","Barbastella_barbastellus","Barbastella","VESPERTILIONIDAE","Yangochiroptera","Barbastella_barbastellus",10,24,2,"keep","keep",1,"yes","Barbastella barbastellus",10,0.185,58,38.49,8395,547.875,547.875,NA,NA,NA,NA,2,1,364.75,NA,NA,NA,1825,NA,NA,1,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2260,0,2260,0,NA,1,1,"Palearctic",4
"Barbastella beijingensis","Barbastella beijingensis","Barbastella_beijingensis","Barbastella","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Barbastella beijingensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbastella leucomelas","Barbastella leucomelas","Barbastella_leucomelas","Barbastella","VESPERTILIONIDAE","Yangochiroptera","Barbastella_leucomelas",0,1,0,"keep","drop",1,"yes","Barbastella leucomelas",10,NA,58,41.49,8395,547.875,547.875,NA,NA,NA,NA,2,1,364.75,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2500,0,2500,0,NA,1,0,"Indomalayan, Palearctic",4
"Bauerus dubiaquercus","Bauerus dubiaquercus","Bauerus_dubiaquercus","Bauerus","VESPERTILIONIDAE","Yangochiroptera","Bauerus_dubiaquercus",2,0,0,"keep","keep",1,"yes","Bauerus dubiaquercus",22.22,NA,78,53.29,NA,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,20,0,80,0,20,0,0,0,0,0,0,0,2,3,"A",1,0,0,0,1,2300,100,2200,0,NA,0,0,"Neotropical",1
"Brachyphylla cavernarum","Brachyphylla cavernarum","Brachyphylla_cavernarum","Brachyphylla","PHYLLOSTOMIDAE","Yangochiroptera","Brachyphylla_cavernarum",0,4,1,"keep","keep",1,"yes","Brachyphylla cavernarum",45,1.278,81.26,66.21,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,NA,73.44,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,0,0,"Neotropical",2
"Brachyphylla nana","Brachyphylla nana","Brachyphylla_nana","Brachyphylla","PHYLLOSTOMIDAE","Yangochiroptera","Brachyphylla_nana",0,0,0,"drop","drop",0,"yes","Brachyphylla nana",45,NA,82.725,58.26,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,13.34,73.44,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,70,10,0,10,1,2,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Neotropical",1
"Cardioderma cor","Cardioderma cor","Cardioderma_cor","Cardioderma","MEGADERMATIDAE","Yinpterochiroptera","Cardioderma_cor",10,3,0,"keep","keep",0,"yes","Cardioderma cor",26.45,0.672,77,54,NA,NA,NA,NA,NA,91.93,NA,1,2,NA,NA,73.56,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"G",1,0,0,0,1,940,0,940,0,NA,1,0,"Afrotropical",3
"Carollia benkeithi","Carollia benkeithi","Carollia_benkeithi","Carollia","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Carollia benkeithi",13.1,0.448,60,36.2,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,1000,200,800,NA,NA,NA,NA,"Neotropical",1
"Carollia brevicauda","Carollia brevicauda","Carollia_brevicauda","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_brevicauda",21,19,1,"keep","keep",NA,"yes","Carollia brevicauda",14.85,NA,70,40.26,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Carollia castanea","Carollia castanea","Carollia_castanea","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_castanea",0,4,1,"keep","keep",0,"yes","Carollia castanea",13.1,0.448,60,36.2,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,1100,50,1050,0,NA,1,0,"Neotropical",2
"Carollia manu","Carollia manu","Carollia_manu","Carollia","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes","Carollia manu",18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,2250,1300,950,NA,NA,NA,NA,"Neotropical",1
"Carollia perspicillata","Carollia perspicillata","Carollia_perspicillata","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_perspicillata",167,203,19,"keep","keep",1,"yes","Carollia perspicillata",16.4,0.47,66.995,42.45,6205,298.14,258,258,410.62,95,NA,1,2,158.891,5,35.63,12.5,1847.535,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Neotropical",2
"Carollia sowelli","Carollia sowelli","Carollia_sowelli","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_sowelli",20,8,1,"keep","keep",1,"yes","Carollia sowelli",16.5,NA,70,40.26,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,20,0,80,0,0,0,0,0,0,100,0,0,0,1,2,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",2
"Carollia subrufa","Carollia subrufa","Carollia_subrufa","Carollia","PHYLLOSTOMIDAE","Yangochiroptera","Carollia_subrufa",3,0,0,"keep","keep",1,"yes","Carollia subrufa",14.47,NA,60.5,39.41,NA,NA,NA,NA,NA,NA,NA,0.985,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,NA,NA,0,NA,1,0,"Neotropical",3
"Casinycteris argynnis","Casinycteris argynnis","Casinycteris_argynnis","Casinycteris","PTEROPODIDAE","Yinpterochiroptera","Casinycteris_argynnis",0,3,0,"keep","drop",0,"yes","Casinycteris argynnis",28.28,0.92,95,56,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,4.29,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Afrotropical",1
"Casinycteris campomaanensis","Casinycteris campomaanensis","Casinycteris_campomaanensis","Casinycteris","PTEROPODIDAE","Yinpterochiroptera",NA,0,1,0,"keep","drop",0,"yes","Casinycteris campomaanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1
"Casinycteris ophiodon","Casinycteris ophiodon","Casinycteris_ophiodon","Casinycteris","PTEROPODIDAE","Yinpterochiroptera","Scotonycteris_ophiodon",0,0,0,"drop","drop",0,"yes","Casinycteris ophiodon",69.42,NA,143,75.99,NA,NA,NA,NA,NA,NA,NA,0.99,1.5,NA,3.7,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,120,1080,0,NA,0,0,"Afrotropical",1
"Centronycteris centralis","Centronycteris centralis","Centronycteris_centralis","Centronycteris","EMBALLONURIDAE","Yangochiroptera","Centronycteris_centralis",0,1,0,"keep","drop",0,"yes","Centronycteris centralis",23,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,500,0,500,NA,NA,NA,NA,"Neotropical",1
"Centronycteris maximiliani","Centronycteris maximiliani","Centronycteris_maximiliani","Centronycteris","EMBALLONURIDAE","Yangochiroptera","Centronycteris_maximiliani",0,3,0,"keep","drop",0,"yes","Centronycteris maximiliani",23,NA,59,45.5,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,0,NA,0,0,"Neotropical",1
"Centurio senex","Centurio senex","Centurio_senex","Centurio","PHYLLOSTOMIDAE","Yangochiroptera","Centurio_senex",0,1,0,"keep","drop",0,"yes","Centurio senex",23.09,NA,68,44,NA,NA,NA,NA,NA,NA,NA,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1400,NA,NA,1,NA,0,0,"Neotropical",2
"Chaerephon aloysiisabaudiae","Chaerephon aloysiisabaudiae","Chaerephon_aloysiisabaudiae","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_aloysiisabaudiae",0,0,0,"drop","drop",0,"yes","Chaerephon aloysiisabaudiae",19.54,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2
"Chaerephon ansorgei","Chaerephon ansorgei","Chaerephon_ansorgei","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_ansorgei",0,0,0,"drop","drop",1,"yes","Chaerephon ansorgei",14.53,NA,NA,45.99,NA,NA,NA,NA,NA,68.43,NA,NA,NA,NA,NA,72.83,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,2000,400,1600,NA,NA,NA,NA,"Afrotropical",2
"Chaerephon atsinanana","Chaerephon atsinanana","Chaerephon_atsinanana","Chaerephon","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes","Chaerephon atsinanana",10.98,0.287,95,38.99,1825,140.97,140.97,NA,152.08,62.57,NA,1,3,NA,3.63,24.5,NA,637.227,NA,NA,0,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Afrotropical",2
"Chaerephon bemmeleni","Chaerephon bemmeleni","Chaerephon_bemmeleni","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_bemmeleni",0,0,0,"drop","drop",0,"yes","Chaerephon bemmeleni",12.39,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1700,NA,NA,NA,NA,NA,NA,"Afrotropical",2
"Chaerephon bivittatus","Chaerephon bivittatus","Chaerephon_bivittatus","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_bivittatus",0,1,0,"keep","drop",1,"yes","Chaerephon bivittatus",12.58,NA,NA,48.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",3
"Chaerephon bregullae","Chaerephon bregullae","Chaerephon_bregullae","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_bregullae",0,0,0,"drop","drop",0,"yes","Chaerephon bregullae",20.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Australasian, Oceanian",2
"Chaerephon chapini","Chaerephon chapini","Chaerephon_chapini","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_chapini",0,0,0,"drop","drop",1,"yes","Chaerephon chapini",7.49,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",1
"Chaerephon gallagheri","Chaerephon gallagheri","Chaerephon_gallagheri","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_gallagheri",0,0,0,"drop","drop",0,"yes","Chaerephon gallagheri",8.1,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1
"Chaerephon jobensis","Chaerephon jobensis","Chaerephon_jobensis","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_jobensis",0,0,0,"drop","drop",1,"yes","Chaerephon jobensis",20.71,0.36,NA,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1400,0,1400,NA,NA,NA,NA,"Australasian",4
"Chaerephon johorensis","Chaerephon johorensis","Chaerephon_johorensis","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_johorensis",0,0,0,"drop","drop",NA,"yes","Chaerephon johorensis",15.69,NA,NA,47.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Indomalayan",1
"Chaerephon major","Chaerephon major","Chaerephon_major","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_major",0,0,0,"drop","drop",1,"yes","Chaerephon major",15.17,NA,NA,44.94,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,"Afrotropical",2
"Chaerephon nigeriae","Chaerephon nigeriae","Chaerephon_nigeriae","Chaerephon","MOLOSSIDAE","Yangochiroptera","Chaerephon_nigeriae",0,1,1,"keep","keep",1,"yes","Chaerephon nigeriae",20.14,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,3,"A",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Afrotropical",2
