"species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete"
"Miniopterus brachytragos","Miniopterus_brachytragos","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Miniopterus egeri","Miniopterus_egeri","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Miniopterus fraterculus","Miniopterus_fraterculus","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_fraterculus",0,0,0,"drop","drop",1,"yes"
"Miniopterus fuliginosus","Miniopterus_fuliginosus","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,215,29,11,"keep","keep",0,"yes"
"Miniopterus fuscus","Miniopterus_fuscus","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_fuscus",22,1,1,"keep","keep",1,"yes"
"Miniopterus gleni","Miniopterus_gleni","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_gleni",7,2,0,"keep","keep",0,"yes"
"Miniopterus griffithsi","Miniopterus_griffithsi","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Miniopterus griveaudi","Miniopterus_griveaudi","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,40,1,0,"keep","keep",0,"yes"
"Miniopterus inflatus","Miniopterus_inflatus","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_inflatus",86,6,1,"keep","keep",0,"yes"
"Miniopterus macrocneme","Miniopterus_macrocneme","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_macrocneme",0,0,0,"drop","drop",0,"yes"
"Miniopterus maghrebensis","Miniopterus_maghrebensis","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",0,"yes"
"Miniopterus magnater","Miniopterus_magnater","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_magnater",281,6,4,"keep","keep",0,"yes"
"Miniopterus mahafaliensis","Miniopterus_mahafaliensis","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,6,0,0,"keep","keep",0,"yes"
"Miniopterus majori","Miniopterus_majori","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_majori",0,0,0,"drop","drop",0,"yes"
"Miniopterus manavi","Miniopterus_manavi","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_manavi",1,1,0,"keep","keep",0,"yes"
"Miniopterus medius","Miniopterus_medius","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_medius",0,0,0,"drop","drop",0,"yes"
"Miniopterus minor","Miniopterus_minor","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_minor",22,2,1,"keep","keep",0,"yes"
"Miniopterus mossambicus","Miniopterus_mossambicus","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,11,1,0,"keep","keep",1,"yes"
"Miniopterus natalensis","Miniopterus_natalensis","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_natalensis",97,12,1,"keep","keep",1,"yes"
"Miniopterus newtoni","Miniopterus_newtoni","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Miniopterus oceanensis","Miniopterus_oceanensis","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,1,0,0,"keep","keep",NA,"yes"
"Miniopterus paululus","Miniopterus_paululus","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_paululus",0,0,0,"drop","drop",0,"yes"
"Miniopterus petersoni","Miniopterus_petersoni","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Miniopterus pusillus","Miniopterus_pusillus","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_pusillus",79,5,5,"keep","keep",1,"yes"
"Miniopterus robustior","Miniopterus_robustior","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_robustior",0,0,0,"drop","drop",0,"yes"
"Miniopterus schreibersii","Miniopterus_schreibersii","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_schreibersii",583,101,30,"keep","keep",1,"yes"
"Miniopterus shortridgei","Miniopterus_shortridgei","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_shortridgei",0,0,0,"drop","drop",NA,"yes"
"Miniopterus sororculus","Miniopterus_sororculus","Miniopterus","MINIOPTERIDAE","Yangochiroptera",NA,5,0,0,"keep","keep",1,"yes"
"Miniopterus tristis","Miniopterus_tristis","Miniopterus","MINIOPTERIDAE","Yangochiroptera","Miniopterus_tristis",0,0,0,"drop","drop",0,"yes"
"Mirimiri acrodonta","Mirimiri_acrodonta","Mirimiri","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Molossops aequatorianus","Molossops_aequatorianus","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_aequatorianus",0,0,0,"drop","drop",0,"yes"
"Molossops mattogrossensis","Molossops_mattogrossensis","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_mattogrossensis",0,0,0,"drop","drop",0,"yes"
"Molossops neglectus","Molossops_neglectus","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_neglectus",7,1,1,"keep","keep",1,"yes"
"Molossops temminckii","Molossops_temminckii","Molossops","MOLOSSIDAE","Yangochiroptera","Molossops_temminckii",0,4,0,"keep","drop",1,"yes"
"Molossus alvarezi","Molossus_alvarezi","Molossus","MOLOSSIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",NA,"yes"
"Molossus aztecus","Molossus_aztecus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_aztecus",0,0,0,"drop","drop",0,"yes"
"Molossus barnesi","Molossus_barnesi","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_barnesi",0,0,0,"drop","drop",NA,"yes"
"Molossus coibensis","Molossus_coibensis","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_coibensis",4,1,0,"keep","keep",1,"yes"
"Molossus currentium","Molossus_currentium","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_currentium",2,2,0,"keep","keep",1,"yes"
"Molossus molossus","Molossus_molossus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_molossus",139,101,20,"keep","keep",1,"yes"
"Molossus pretiosus","Molossus_pretiosus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_pretiosus",2,1,0,"keep","keep",1,"yes"
"Molossus rufus","Molossus_rufus","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_rufus",82,12,2,"keep","keep",1,"yes"
"Molossus sinaloae","Molossus_sinaloae","Molossus","MOLOSSIDAE","Yangochiroptera","Molossus_sinaloae",13,4,2,"keep","keep",1,"yes"
"Monophyllus plethodon","Monophyllus_plethodon","Monophyllus","PHYLLOSTOMIDAE","Yangochiroptera","Monophyllus_plethodon",0,1,0,"keep","drop",0,"yes"
"Monophyllus redmani","Monophyllus_redmani","Monophyllus","PHYLLOSTOMIDAE","Yangochiroptera","Monophyllus_redmani",0,6,0,"keep","drop",0,"yes"
"Mops bakarii","Mops_bakarii","Mops","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Mops brachypterus","Mops_brachypterus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_brachypterus",0,0,0,"drop","drop",1,"yes"
"Mops condylurus","Mops_condylurus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_condylurus",119,14,11,"keep","keep",1,"yes"
"Mops congicus","Mops_congicus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_congicus",0,0,0,"drop","drop",0,"yes"
"Mops demonstrator","Mops_demonstrator","Mops","MOLOSSIDAE","Yangochiroptera","Mops_demonstrator",0,0,0,"drop","drop",0,"yes"
"Mops leucostigma","Mops_leucostigma","Mops","MOLOSSIDAE","Yangochiroptera","Mops_leucostigma",12,1,0,"keep","keep",1,"yes"
"Mops midas","Mops_midas","Mops","MOLOSSIDAE","Yangochiroptera","Mops_midas",19,0,0,"keep","keep",1,"yes"
"Mops mops","Mops_mops","Mops","MOLOSSIDAE","Yangochiroptera","Mops_mops",0,0,0,"drop","drop",0,"yes"
"Mops nanulus","Mops_nanulus","Mops","MOLOSSIDAE","Yangochiroptera","Mops_nanulus",0,0,0,"drop","drop",1,"yes"
"Mops niangarae","Mops_niangarae","Mops","MOLOSSIDAE","Yangochiroptera","Mops_niangarae",0,0,0,"drop","drop",0,"yes"
"Mops niveiventer","Mops_niveiventer","Mops","MOLOSSIDAE","Yangochiroptera","Mops_niveiventer",0,0,0,"drop","drop",1,"yes"
"Mops petersoni","Mops_petersoni","Mops","MOLOSSIDAE","Yangochiroptera","Mops_petersoni",0,0,0,"drop","drop",NA,"yes"
"Mops sarasinorum","Mops_sarasinorum","Mops","MOLOSSIDAE","Yangochiroptera","Mops_sarasinorum",0,0,0,"drop","drop",NA,"yes"
"Mops spurrelli","Mops_spurrelli","Mops","MOLOSSIDAE","Yangochiroptera","Mops_spurrelli",0,0,0,"drop","drop",0,"yes"
"Mops thersites","Mops_thersites","Mops","MOLOSSIDAE","Yangochiroptera","Mops_thersites",0,0,0,"drop","drop",1,"yes"
"Mops trevori","Mops_trevori","Mops","MOLOSSIDAE","Yangochiroptera","Mops_trevori",0,0,0,"drop","drop",0,"yes"
"Mormoops blainvillei","Mormoops_blainvillei","Mormoops","MORMOOPIDAE","Yangochiroptera","Mormoops_blainvillei",0,1,0,"keep","drop",0,"yes"
"Mormoops megalophylla","Mormoops_megalophylla","Mormoops","MORMOOPIDAE","Yangochiroptera","Mormoops_megalophylla",10,11,0,"keep","keep",1,"yes"
"Mormopterus acetabulosus","Mormopterus_acetabulosus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_acetabulosus",2,0,0,"keep","keep",0,"yes"
"Mormopterus beccarii","Mormopterus_beccarii","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_beccarii",0,0,0,"drop","drop",1,"yes"
"Mormopterus doriae","Mormopterus_doriae","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_doriae",0,0,0,"drop","drop",NA,"yes"
"Mormopterus eleryi","Mormopterus_eleryi","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Mormopterus francoismoutoui","Mormopterus_francoismoutoui","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,0,4,3,"keep","keep",1,"yes"
"Mormopterus halli","Mormopterus_halli","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Mormopterus jugularis","Mormopterus_jugularis","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_jugularis",25,2,0,"keep","keep",1,"yes"
"Mormopterus kitcheneri","Mormopterus_kitcheneri","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Mormopterus loriae","Mormopterus_loriae","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_loriae",0,0,0,"drop","drop",1,"yes"
"Mormopterus lumsdenae","Mormopterus_lumsdenae","Mormopterus","MOLOSSIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Mormopterus minutus","Mormopterus_minutus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_minutus",0,0,0,"drop","drop",1,"yes"
"Mormopterus norfolkensis","Mormopterus_norfolkensis","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_norfolkensis",0,1,0,"keep","drop",1,"yes"
"Mormopterus phrudus","Mormopterus_phrudus","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_phrudus",0,0,0,"drop","drop",0,"yes"
"Mormopterus planiceps","Mormopterus_planiceps","Mormopterus","MOLOSSIDAE","Yangochiroptera","Mormopterus_planiceps",0,2,0,"keep","drop",1,"yes"
"Mosia nigrescens","Mosia_nigrescens","Mosia","EMBALLONURIDAE","Yangochiroptera","Mosia_nigrescens",0,1,0,"keep","drop",1,"yes"
"Murina aenea","Murina_aenea","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_aenea",6,1,1,"keep","keep",0,"yes"
"Murina annamitica","Murina_annamitica","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina aurata","Murina_aurata","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_aurata",9,0,0,"keep","keep",0,"yes"
"Murina balaensis","Murina_balaensis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Murina beelzebub","Murina_beelzebub","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina bicolor","Murina_bicolor","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Murina chrysochaetes","Murina_chrysochaetes","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina cineracea","Murina_cineracea","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina cyclotis","Murina_cyclotis","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_cyclotis",2,1,0,"keep","keep",0,"yes"
"Murina eleryi","Murina_eleryi","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",0,"yes"
"Murina fionae","Murina_fionae","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina florium","Murina_florium","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_florium",0,0,0,"drop","drop",1,"yes"
"Murina fusca","Murina_fusca","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_fusca",0,0,0,"drop","drop",NA,"yes"
"Murina gracilis","Murina_gracilis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,2,0,"keep","drop",NA,"yes"
"Murina guilleni","Murina_guilleni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina harpioloides","Murina_harpioloides","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina harrisoni","Murina_harrisoni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina hilgendorfi","Murina_hilgendorfi","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_hilgendorfi",0,4,1,"keep","keep",1,"yes"
"Murina huttoni","Murina_huttoni","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_huttoni",0,1,0,"keep","drop",0,"yes"
"Murina jaintiana","Murina_jaintiana","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina leucogaster","Murina_leucogaster","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_leucogaster",29,13,2,"keep","keep",1,"yes"
"Murina loreliae","Murina_loreliae","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina peninsularis","Murina_peninsularis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina pluvialis","Murina_pluvialis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina puta","Murina_puta","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_puta",0,0,0,"drop","drop",NA,"yes"
"Murina recondita","Murina_recondita","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",NA,"yes"
"Murina rozendaali","Murina_rozendaali","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_rozendaali",0,0,0,"drop","drop",0,"yes"
"Murina ryukyuana","Murina_ryukyuana","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_ryukyuana",0,0,0,"drop","drop",0,"yes"
"Murina shuipuensis","Murina_shuipuensis","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",NA,"yes"
"Murina suilla","Murina_suilla","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_suilla",0,1,1,"keep","keep",0,"yes"
"Murina tenebrosa","Murina_tenebrosa","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_tenebrosa",0,0,0,"drop","drop",1,"yes"
"Murina tiensa","Murina_tiensa","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Murina tubinaris","Murina_tubinaris","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_tubinaris",0,0,0,"drop","drop",0,"yes"
"Murina ussuriensis","Murina_ussuriensis","Murina","VESPERTILIONIDAE","Yangochiroptera","Murina_ussuriensis",2,4,0,"keep","keep",0,"yes"
"Murina walstoni","Murina_walstoni","Murina","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Musonycteris harrisoni","Musonycteris_harrisoni","Musonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Musonycteris_harrisoni",0,3,0,"keep","drop",1,"yes"
"Myonycteris angolensis","Myonycteris_angolensis","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Lissonycteris_angolensis",29,0,0,"keep","keep",1,"yes"
"Myonycteris brachycephala","Myonycteris_brachycephala","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_brachycephala",0,0,0,"drop","drop",NA,"yes"
"Myonycteris relicta","Myonycteris_relicta","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_relicta",0,0,0,"drop","drop",NA,"yes"
"Myonycteris torquata","Myonycteris_torquata","Myonycteris","PTEROPODIDAE","Yinpterochiroptera","Myonycteris_torquata",27,8,7,"keep","keep",0,"yes"
"Myopterus daubentonii","Myopterus_daubentonii","Myopterus","MOLOSSIDAE","Yangochiroptera","Myopterus_daubentonii",0,0,0,"drop","drop",0,"yes"
"Myopterus whitleyi","Myopterus_whitleyi","Myopterus","MOLOSSIDAE","Yangochiroptera","Myopterus_whitleyi",0,0,0,"drop","drop",1,"yes"
"Myotis adversus","Myotis_adversus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_adversus",0,5,0,"keep","drop",0,"yes"
"Myotis aelleni","Myotis_aelleni","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_aelleni",0,1,0,"keep","drop",NA,"yes"
"Myotis albescens","Myotis_albescens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_albescens",7,5,0,"keep","keep",1,"yes"
"Myotis alcathoe","Myotis_alcathoe","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_alcathoe",8,3,0,"keep","keep",0,"yes"
"Myotis altarium","Myotis_altarium","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_altarium",4,4,0,"keep","keep",0,"yes"
"Myotis anjouanensis","Myotis_anjouanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_anjouanensis",0,0,0,"drop","drop",NA,"yes"
"Myotis annamiticus","Myotis_annamiticus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_annamiticus",0,0,0,"drop","drop",NA,"yes"
"Myotis annectans","Myotis_annectans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_annectans",0,1,0,"keep","drop",NA,"yes"
"Myotis atacamensis","Myotis_atacamensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_atacamensis",0,0,0,"drop","drop",1,"yes"
"Myotis ater","Myotis_ater","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ater",0,0,0,"drop","drop",1,"yes"
"Myotis aurascens","Myotis_aurascens","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Myotis auriculus","Myotis_auriculus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_auriculus",0,1,0,"keep","drop",1,"yes"
"Myotis australis","Myotis_australis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_australis",0,0,0,"drop","drop",NA,"yes"
"Myotis austroriparius","Myotis_austroriparius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_austroriparius",21,6,0,"keep","keep",1,"yes"
"Myotis badius","Myotis_badius","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Myotis bechsteinii","Myotis_bechsteinii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bechsteinii",26,33,1,"keep","keep",1,"yes"
"Myotis blythii","Myotis_blythii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_blythii",36,16,4,"keep","keep",1,"yes"
"Myotis bocagii","Myotis_bocagii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bocagii",0,0,0,"drop","drop",0,"yes"
"Myotis bombinus","Myotis_bombinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bombinus",0,4,1,"keep","keep",1,"yes"
"Myotis brandtii","Myotis_brandtii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_brandtii",5,24,6,"keep","keep",1,"yes"
"Myotis bucharensis","Myotis_bucharensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_bucharensis",0,1,0,"keep","drop",0,"yes"
"Myotis californicus","Myotis_californicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_californicus",69,8,1,"keep","keep",1,"yes"
"Myotis capaccinii","Myotis_capaccinii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_capaccinii",20,13,2,"keep","keep",0,"yes"
"Myotis chiloensis","Myotis_chiloensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_chiloensis",22,7,0,"keep","keep",1,"yes"
"Myotis chinensis","Myotis_chinensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_chinensis",22,3,0,"keep","keep",0,"yes"
"Myotis ciliolabrum","Myotis_ciliolabrum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ciliolabrum",2,7,0,"keep","keep",1,"yes"
"Myotis cobanensis","Myotis_cobanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_cobanensis",0,0,0,"drop","drop",1,"yes"
"Myotis csorbai","Myotis_csorbai","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_csorbai",0,0,0,"drop","drop",0,"yes"
"Myotis dasycneme","Myotis_dasycneme","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dasycneme",57,19,8,"keep","keep",1,"yes"
"Myotis daubentonii","Myotis_daubentonii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_daubentonii",361,91,36,"keep","keep",1,"yes"
"Myotis davidii","Myotis_davidii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_davidii",56,17,7,"keep","keep",0,"yes"
"Myotis dieteri","Myotis_dieteri","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Myotis diminutus","Myotis_diminutus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Myotis dinellii","Myotis_dinellii","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Myotis dominicensis","Myotis_dominicensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_dominicensis",0,0,0,"drop","drop",0,"yes"
"Myotis elegans","Myotis_elegans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_elegans",0,0,0,"drop","drop",NA,"yes"
"Myotis emarginatus","Myotis_emarginatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_emarginatus",71,10,3,"keep","keep",1,"yes"
"Myotis escalerai","Myotis_escalerai","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,5,3,0,"keep","keep",1,"yes"
"Myotis evotis","Myotis_evotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_evotis",46,6,2,"keep","keep",1,"yes"
"Myotis fimbriatus","Myotis_fimbriatus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fimbriatus",76,4,0,"keep","keep",0,"yes"
"Myotis findleyi","Myotis_findleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_findleyi",0,0,0,"drop","drop",0,"yes"
"Myotis flavus","Myotis_flavus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,1,0,0,"keep","keep",1,"yes"
"Myotis formosus","Myotis_formosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_formosus",1,2,1,"keep","keep",1,"yes"
"Myotis fortidens","Myotis_fortidens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_fortidens",0,0,0,"drop","drop",1,"yes"
"Myotis frater","Myotis_frater","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_frater",2,4,0,"keep","keep",1,"yes"
"Myotis gomantongensis","Myotis_gomantongensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_gomantongensis",0,0,0,"drop","drop",0,"yes"
"Myotis goudoti","Myotis_goudoti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_goudoti",10,5,0,"keep","keep",0,"yes"
"Myotis grisescens","Myotis_grisescens","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_grisescens",3,9,0,"keep","keep",1,"yes"
"Myotis hajastanicus","Myotis_hajastanicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hajastanicus",0,1,0,"keep","drop",0,"yes"
"Myotis handleyi","Myotis_handleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Myotis hasseltii","Myotis_hasseltii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hasseltii",0,0,0,"drop","drop",1,"yes"
"Myotis hermani","Myotis_hermani","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_hermani",0,0,0,"drop","drop",NA,"yes"
"Myotis horsfieldii","Myotis_horsfieldii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_horsfieldii",86,3,3,"keep","keep",1,"yes"
"Myotis ikonnikovi","Myotis_ikonnikovi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ikonnikovi",3,4,0,"keep","keep",1,"yes"
"Myotis insularum","Myotis_insularum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_insularum",0,0,0,"drop","drop",NA,"yes"
"Myotis izecksohni","Myotis_izecksohni","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Myotis keaysi","Myotis_keaysi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keaysi",5,2,0,"keep","keep",1,"yes"
"Myotis keenii","Myotis_keenii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_keenii",23,3,1,"keep","keep",1,"yes"
"Myotis laniger","Myotis_laniger","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_laniger",9,1,0,"keep","keep",0,"yes"
"Myotis lavali","Myotis_lavali","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,3,1,"keep","keep",0,"yes"
"Myotis leibii","Myotis_leibii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_leibii",6,2,0,"keep","keep",1,"yes"
"Myotis levis","Myotis_levis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_levis",11,5,0,"keep","keep",1,"yes"
