"litters_per_year_n","Synurbic","adult_body_length_mm","altitude_breadth_m","lower_elevation_m","upper_elevation_m","litter_size_n","island_dwelling","disected_by_mountains","glaciation","det_inv","det_vend","det_vect","det_vfish","det_fruit","det_nect","det_diet_breadth_n","adult_forearm_length_mm","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","habitat_breadth_n","foraging_stratum","activity_cycle","biogeographical_realm","adult_mass_g","dphy_invertebrate","dphy_vertebrate","dphy_plant","trophic_level","virus","cites","vcites","zvirus","fam_EMBALLONURIDAE","fam_HIPPOSIDERIDAE","fam_MOLOSSIDAE","fam_PHYLLOSTOMIDAE","fam_PTEROPODIDAE","fam_VESPERTILIONIDAE","dum_virus","dum_zvirus"
NA,"1",NA,NA,NA,NA,NA,1,"0","0",100,0,0,0,0,0,1,38.99,1100518.03,18.65,-5.7,6.47,128.34,108.83,118.59,1,85.72,4,0.14,246.75,238.56,1657.49,1729.28,1,"A","1","Australasian, Indomalayan",9.05,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
2.5,"0",NA,NA,NA,NA,1,1,"0","0",100,0,0,0,0,0,1,39.81,418891.81,25.29,-15.6,4.84,167.21,100.03,133.62,3,387.9,4,0.11,219.39,239.98,1623.62,1768.83,NA,"G","1",NA,10.41,100,0,0,"3",0,5,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,39.5,23827.25,-40.76,-42.8,-41.78,-70.41,-72.13,-71.27,0,3.86,0,0.08,54.47,57.28,538.09,740.63,NA,"A","1","Neotropical",9.4,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
2.5,"1",62,NA,NA,NA,0.99,0,"1","0",100,0,0,0,0,0,1,35.99,14769379.45,18.66,-37.84,-9.59,-34.79,-94.81,-64.8,0,25.67,0,0.11,145.37,232.23,1260.9,1493.18,2,"A","1","Neotropical",5.69,100,0,0,"3",7,5,0,2,"0","0","0","0","0","1",1,1
1,"1",57.85,NA,NA,NA,1,0,"1","0",100,0,0,0,0,0,1,37,470951.95,30.96,14.58,22.77,-91.17,-111.26,-101.21,1,49.76,3,0.08,90.99,218.23,965.18,1535.38,2,"A","1","Neotropical",6.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"0",NA,NA,NA,NA,NA,0,"1","0",100,0,0,0,0,0,1,45,1128465.11,31.88,18.98,25.43,118.41,99.19,108.8,9,260.25,46,0.06,111.91,155.23,994.01,1071.24,1,"A","1","Indomalayan, Palearctic",11,100,0,0,"3",4,4,0,0,"0","0","0","0","0","1",1,0
NA,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.87,-12.06,-12.38,-12.22,44.53,44.2,44.37,489,489,489,0.14,-999,-999,-999,-999,NA,"A","1","Afrotropical",5.56,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46,17.47,17.36,17.42,106.2,106.09,106.15,49,49,49,0.11,187,212,1426,1591,2,"A","1","Indomalayan",3.7,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,1250,250,1500,2,0,"1","0",100,0,0,0,0,0,1,34.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"A","1","Indomalayan",9.35,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",46.7,1450,50,1500,0.98,0,"1","1",100,0,0,0,0,0,1,38,562838.91,-28.53,-55.51,-42.02,-68.43,-75.71,-72.07,0,23.77,0,0.07,101.3,52.27,444.61,740.63,2,"A","1","Neotropical",8.005,100,0,0,"3",22,7,0,1,"0","0","0","0","0","1",1,1
1,"0",76,NA,NA,NA,1.25,0,"1","0",100,0,0,0,0,0,1,65,1209407.95,28.57,17.35,22.96,119.95,97.61,108.78,1,241.48,46,0.06,118.99,156.31,1046.22,1163.47,3,"A","1","Indomalayan, Palearctic",28.55,100,0,0,"3",22,3,0,1,"0","0","0","0","0","1",1,1
1,"1",53,3000,300,3300,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,"A","1","Nearctic, Neotropical",5,100,0,0,"3",2,7,0,1,"0","0","0","0","0","1",1,1
NA,"0",NA,1600,0,1600,NA,1,"1","0",100,0,0,0,0,0,1,51,632956.74,18.65,-10.28,4.18,150.05,118.75,134.4,1,134.08,5,0.1,240.58,224.65,1618.07,1746.05,2,"A","1","Australasian, Indomalayan",15.17,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"0",50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,"A","1","Palearctic",5.3,100,0,0,"3",56,17,7,2,"0","0","0","0","0","1",1,1
NA,NA,49,NA,NA,750,0.98,0,"1","0",100,0,0,0,0,0,1,32.99,669104.48,23.33,9.59,16.46,-83.13,-100.06,-91.59,2,63.95,4,0.15,151.31,234.87,1287.81,1625.37,1,"A","1","Neotropical",4.21,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",50,1800,0,1800,0.995,0,"1","0",100,0,0,0,0,0,1,40,3765086.81,53.39,23.21,38.3,73.14,-9.32,31.91,0,118.77,6,0.04,48.03,97.72,440.36,748.8,4,"S","1","Palearctic",9.28,100,0,0,"3",71,10,3,2,"0","0","0","0","0","1",1,1
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,48.99,3602303.43,54.34,-8.84,22.74,133.24,62.64,97.94,1,285.66,9,0.08,131.68,165.44,966.21,1190.37,NA,"A","1",NA,7.07,100,0,0,"3",1,2,1,1,"0","0","0","0","0","1",1,1
NA,"1",NA,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,1,38.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"A","1",NA,7.54,100,0,0,"3",2,4,0,0,"0","0","0","0","0","1",1,0
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737413.1,7.03,-4.18,1.42,119.26,108.83,114.05,1,26.95,3,0.18,260.63,244.88,1681.05,1712.73,1,"A","1","Indomalayan",9.4,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,100,0,0,0,0,0,1,45,559248.67,27.5,17.8,22.65,101.04,88.3,94.67,5,196.79,10,0.08,153.12,216.5,1051.45,1366.12,1,"A","1","Indomalayan",9.75,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
NA,"1",46.7,2250,0,2250,0.98,NA,NA,NA,100,0,0,0,0,0,1,NA,469816.74,-12.4,-32.46,-22.43,-67,-76.51,-71.75,0,9.7,0,0.06,12.15,25.18,238.54,1207.79,4,"A","1","Neotropical",8.005,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,NA,58971.74,41.48,37.96,39.72,113.29,110.19,111.74,25,131.76,28,0.06,28.77,32.23,442.72,747.92,NA,"A","1","Palearctic",7.54,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,2000,1000,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Indomalayan",NA,NA,NA,NA,NA,0,2,0,0,"0","0","0","0","0","1",0,0
1,NA,50,NA,NA,NA,1,NA,NA,NA,100,0,0,0,0,0,1,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,"A","1","Australasian",5.3,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Indomalayan",4.3,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",NA,NA,NA,2830,1,0,"1","1",100,0,0,0,0,0,1,36.72,3119769.09,54.76,25.49,40.12,-102.53,-127.89,-115.21,0,21.49,0,0.08,36.24,60.78,363.99,788.12,3,"S","1","Nearctic, Neotropical",7.4,100,0,0,"3",46,6,2,1,"0","0","0","0","0","1",1,1
NA,"1",35,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,41.49,294.52,15.56,15.39,15.47,-90.28,-90.45,-90.36,63,80.02,63,0.2,139.92,203.46,1481.98,1616.97,NA,"A","1","Neotropical",10.82,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
NA,"1",61,1500,0,1500,1,0,"0","1",100,0,0,0,0,0,1,45.5,6606862.4,65.1,44.57,54.84,125.67,4.1,64.89,0,56.05,1,0.00517680501026377,43.12,28.93,387.58,427.69,5,"A","1","Palearctic",15,100,0,0,"3",57,19,8,3,"0","0","0","0","0","1",1,1
NA,"1",NA,790,30,820,NA,NA,NA,NA,100,0,0,0,0,0,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"A","1","Neotropical",8.4,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
2.75,"0",57,NA,NA,NA,1,1,"0","0",100,0,0,0,0,0,1,34,2248.11,16.51,15.2,15.85,-61.16,-61.8,-61.48,89,197.45,89,0.05,-999,-999,-999,-999,3,"A","1","Neotropical",4.2,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",50,2100,0,2100,1,NA,NA,NA,100,0,0,0,0,0,1,39.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"S","1","Palearctic",7.5,100,0,0,"3",5,3,0,0,"0","0","0","0","0","1",1,0
1,"1",54,1834,366,2200,1,0,"1","0",100,0,0,0,0,0,1,38,619854.71,35.37,19.78,27.58,-97.5,-112.32,-104.91,0,20.29,0,0.12,38.01,166.15,600.7,1286.03,3,"S","1","Nearctic, Neotropical",8,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
1,"1",53,1500,0,1500,1,0,"1","0",100,0,0,0,0,0,1,41.99,2326533.53,53.88,36.65,45.26,44.73,-9.29,17.72,3,139.49,18,0.01,61.16,85.35,515.69,603.2,3,"S","1","Palearctic",9.985,100,0,0,"3",26,33,1,0,"0","0","0","0","0","1",1,0
NA,"0",NA,NA,0,NA,NA,0,"0","0",100,0,0,0,0,0,1,34.5,195426.42,-27.65,-34.17,-30.91,29.4,18.72,24.06,0,16.61,0,0.07,27.82,154.83,439.45,1077.67,3,"A","1","Afrotropical",6.38,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
NA,"1",NA,NA,NA,NA,NA,0,"1","1",100,0,0,0,0,0,1,34.99,10341787.32,66.02,36.01,51.02,143.94,-9.49,67.22,0,74.22,1,0.01,45.44,42.96,412.53,528,NA,"A","1",NA,7,100,0,0,"3",5,24,6,0,"0","0","0","0","0","1",1,0
NA,"0",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,"A","1","Palearctic",7.54,100,0,0,"3",0,1,0,0,"0","0","0","0","0","1",0,0
1,"1",50,1920,0,1920,1,NA,NA,NA,100,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A","1","Palearctic",7.5,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",NA,NA,NA,NA,1.94,0,"0","0",100,0,0,0,0,0,1,38,873318.39,39.51,26.78,33.14,-77.14,-95.76,-86.45,1,43.91,6,0.05,102.72,178.18,998.26,1108.45,3,"A","1","Nearctic",7.35,100,0,0,"3",21,6,0,1,"0","0","0","0","0","1",1,1
NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",75,2100,0,2100,1,0,"1","0",100,0,0,0,0,0,1,58.49,2492979.74,50.8,33.35,42.08,70.58,-7.68,31.45,0,112.2,11,0.03,52.89,94.78,482.76,795.65,4,"A","1","Palearctic",24.262,100,0,0,"3",36,16,4,3,"0","0","0","0","0","1",1,1
NA,"0",NA,NA,0,NA,0.99,0,"1","0",100,0,0,0,0,0,1,38,12300213.71,16.04,-24.85,-4.4,51.8,-16.82,17.48,0,36.25,1,0.14,103.1,238.74,1005.03,1559.8,2,"A","1","Afrotropical",7.93,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"1",50,NA,NA,NA,1,0,"1","0",100,0,0,0,0,0,1,40,662214.05,48.22,30.98,39.6,145.82,123.95,134.89,1,222.24,4,0.01,95.43,51.43,649.5,707.13,2,"A","1","Palearctic",7.5,100,0,0,"3",0,4,1,0,"0","0","0","0","0","1",0,0
NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,1,48.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","1",NA,7.07,100,0,0,"3",1,0,0,1,"0","0","0","0","0","1",1,1
1,"0",72,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100728.99,26.8,22.25,24.53,118.38,113.73,116.06,83,366.57,109,0.07,114.1,172.79,1135.7,1187.92,NA,"A","1",NA,23.41,100,0,0,"3",76,4,0,0,"0","0","0","0","0","1",1,0
1,"1",53,NA,NA,NA,0.99,0,"1","0",100,0,0,0,0,0,1,33.14,3994128.1,56.4,15.64,36.02,-91.88,-131.42,-111.65,0,35.18,0,0.1,45.05,124.62,479.42,1039.29,3,"A","1","Nearctic, Neotropical",4.39,100,0,0,"3",69,8,1,1,"0","0","0","0","0","1",1,1
NA,"0",NA,600,0,600,NA,NA,NA,NA,100,0,0,0,0,0,1,31.5,398.67,21.71,21.25,21.48,-106.2,-106.66,-106.43,7,7,7,0,-999,-999,-999,-999,NA,"A","1","Neotropical",4.91,100,0,0,"3",0,0,0,0,"0","0","0","0","0","1",0,0
1,"0",72,900,0,900,1,0,"1","0",100,0,0,0,0,0,1,40,1758634.4,47.44,27.03,37.23,62.29,-6.26,28.01,0,114.17,7,0.05,47.13,125.18,431.11,972.93,3,"A","1","Palearctic",23.82,100,0,0,"3",20,13,2,1,"0","0","0","0","0","1",1,1
