"","icnames","species","pcnames","ccnames","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete","iucn2020_binomial","adult_mass_g","adult_brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","trophic_level","foraging_stratum","activity_cycle","freshwater","marine","terrestrial_non-volant","terrestrial_volant","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","zvirus","category","population_trend"
"163","Dobsonia minor","Dobsonia minor","Dobsonia minor","Dobsonia minor","Dobsonia_minor","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_minor",0,0,0,"drop","drop",0,"yes","Dobsonia minor",80.1,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,0.995,1.5,NA,NA,NA,NA,NA,NA,NA,0,2,NA,1,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Australasian",2,340450.08,-0.45,-9.8,-5.12,147.61,119.52,133.56,1,9.15,1,0.11,283.43,231.72,1665.88,1688.94,0,"LC","Unknown"
"164","Dobsonia moluccensis","Dobsonia moluccensis","Dobsonia moluccensis","Dobsonia moluccensis","Dobsonia_moluccensis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_moluccensis",25,2,1,"keep","keep",1,"yes","Dobsonia moluccensis",404.3,4.43,242,138.69,4492.542,714.83,714.83,NA,871.26,156.43,NA,0.995,1,NA,64.45,173.1,162,2011.279,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2700,0,2700,1,NA,1,0,"Australasian",4,45157.74,2.22,-3.87,-0.82,130.87,125.99,128.43,5,25.41,5,0.04,236.8,243,NA,NA,2,"LC","Stable"
"165","Dobsonia pannietensis","Dobsonia pannietensis","Dobsonia pannietensis","Dobsonia pannietensis","Dobsonia_pannietensis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_pannietensis",0,0,0,"drop","drop",0,"yes","Dobsonia pannietensis",358.35,NA,214.115,110.83,4492.542,714.83,714.83,NA,871.26,156.43,NA,0.99,1,NA,64.45,173.1,162,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1800,0,1800,1,NA,0,0,"Australasian",2,5451.04,-8.4,-11.65,-10.03,154.28,150.09,152.18,12,12,12,0.09,267,254,NA,NA,0,"NT","Decreasing"
"166","Dobsonia peronii","Dobsonia peronii","Dobsonia peronii","Dobsonia peronii","Dobsonia_peronii","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_peronii",0,0,0,"drop","drop",0,"yes","Dobsonia peronii",226.51,NA,NA,115.1,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,52.4,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2200,0,2200,1,NA,0,0,"Australasian",3,84055.51,-7.55,-10.37,-8.96,129.86,114.43,122.14,19,131.92,19,0.07,204.26,241.37,NA,NA,0,"LC","Stable"
"167","Dobsonia praedatrix","Dobsonia praedatrix","Dobsonia praedatrix","Dobsonia praedatrix","Dobsonia_praedatrix","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_praedatrix",0,1,0,"keep","drop",0,"yes","Dobsonia praedatrix",179.12,2.975,161.13,116.5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,32,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,300,0,300,1,NA,0,0,"Australasian",1,24235.72,-2.35,-5.83,-4.09,153.11,147.74,150.43,8,10.86,8,0.16,202.73,244.83,NA,NA,0,"LC","Unknown"
"168","Dobsonia viridis","Dobsonia viridis","Dobsonia viridis","Dobsonia viridis","Dobsonia_viridis","Dobsonia","PTEROPODIDAE","Yinpterochiroptera","Dobsonia_viridis",0,1,1,"keep","keep",0,"yes","Dobsonia viridis",240.66,NA,NA,115.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,1,NA,0,0,"Australasian",3,225635.37,2.64,-5.7,-1.53,130.87,118.75,124.81,5,71.21,5,0.07,231.15,222,1812.6,1909.15,0,"LC","Stable"
"169","Dryadonycteris capixaba","Dryadonycteris capixaba","Dryadonycteris capixaba","Dryadonycteris capixaba","Dryadonycteris_capixaba","Dryadonycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Dryadonycteris capixaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Neotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"170","Dyacopterus brooksi","Dyacopterus brooksi","Dyacopterus brooksi","Dyacopterus brooksi","Dyacopterus_brooksi","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera","Dyacopterus_brooksi",0,0,0,"drop","drop",0,"yes","Dyacopterus brooksi",83.05,NA,140.65,81.45,10950,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,1825,NA,NA,0,NA,NA,NA,0,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",1,6196.65,-1.87,-2.67,-2.27,102.29,101.49,101.89,35,43.14,35,0.21,316.14,226.57,1858.56,1866.28,0,"VU","Decreasing"
"171","Dyacopterus rickarti","Dyacopterus rickarti","Dyacopterus rickarti","Dyacopterus rickarti","Dyacopterus_rickarti","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",0,"yes","Dyacopterus rickarti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"EN","Decreasing"
"172","Dyacopterus spadiceus","Dyacopterus spadiceus","Dyacopterus spadiceus","Dyacopterus spadiceus","Dyacopterus_spadiceus","Dyacopterus","PTEROPODIDAE","Yinpterochiroptera","Dyacopterus_spadiceus",4,0,0,"keep","keep",0,"yes","Dyacopterus spadiceus",85,NA,140.65,79.66,10950,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,NA,NA,NA,1,NA,1,0,"Indomalayan",2,121150.39,18.14,1.88,10.01,125.37,99.84,112.6,1,74.05,3,0.14,245.06,237.27,1679.59,1760.39,0,"NT","Decreasing"
"173","Ectophylla alba","Ectophylla alba","Ectophylla alba","Ectophylla alba","Ectophylla_alba","Ectophylla","PHYLLOSTOMIDAE","Yangochiroptera","Ectophylla_alba",0,7,0,"keep","drop",0,"yes","Ectophylla alba",5.55,NA,47,28.65,NA,NA,NA,NA,NA,NA,NA,0.995,2,NA,NA,24.98,NA,2190,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,700,NA,NA,0,NA,0,0,"Neotropical",1,138091.24,15.99,8.94,12.47,-82.12,-86,-84.06,2,26.81,2,0.19,232.56,239.5,1414.05,1685.69,0,"NT","Decreasing"
"174","Eidolon dupreanum","Eidolon dupreanum","Eidolon dupreanum","Eidolon dupreanum","Eidolon_dupreanum","Eidolon","PTEROPODIDAE","Yinpterochiroptera","Eidolon_dupreanum",16,9,6,"keep","keep",0,"yes","Eidolon dupreanum",297.58,NA,202.5,127.72,7968.863,NA,NA,NA,NA,164.36,NA,1.08,1,364.75,49.99,62.915,112.53,2190,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",2,0,0,0,1,1200,10,1190,1,NA,1,0,"Afrotropical",2,594211.19,-11.94,-25.6,-18.77,50.48,43.22,46.85,2,25.75,3,0.19,120.91,219.78,1075.65,1581.19,3,"VU","Decreasing"
"175","Eidolon helvum","Eidolon helvum","Eidolon helvum","Eidolon helvum","Eidolon_helvum","Eidolon","PTEROPODIDAE","Yinpterochiroptera","Eidolon_helvum",554,121,63,"keep","keep",0,"yes","Eidolon helvum",280.43,4.433,198.79,120.5,7968.863,NA,NA,NA,NA,219.68,NA,1.04,1,364.75,49.14,62.915,112.53,1825,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",2,0,0,0,1,2000,0,2000,NA,NA,NA,NA,"Afrotropical",3,18942406.16,18.49,-34.83,-8.17,51.41,-17.53,16.93,0,34.3,1,0.13,84.6,233.78,864.91,1524.57,22,"NT","Decreasing"
"176","Emballonura alecto","Emballonura alecto","Emballonura alecto","Emballonura alecto","Emballonura_alecto","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_alecto",0,0,0,"drop","drop",1,"yes","Emballonura alecto",5.25,NA,NA,45.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,450,0,450,1,NA,1,0,"Australasian, Indomalayan",3,1034172.29,18.65,-8.03,5.3,131.74,107.96,119.85,1,100,4,0.13,239.99,241.82,1651.05,1736.94,0,"LC","Decreasing"
"177","Emballonura atrata","Emballonura atrata","Emballonura atrata","Emballonura atrata","Emballonura_atrata","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_atrata",0,0,0,"drop","drop",0,"yes","Emballonura atrata",4.55,NA,58.75,38.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,900,30,870,1,NA,0,0,"Afrotropical",2,130634.93,-13.1,-25.6,-19.35,50.48,43.61,47.04,8,38.04,10,0.18,141.88,211.89,1185.9,1664.46,0,"LC","Unknown"
"178","Emballonura beccarii","Emballonura beccarii","Emballonura beccarii","Emballonura beccarii","Emballonura_beccarii","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_beccarii",0,0,0,"drop","drop",0,"yes","Emballonura beccarii",4.31,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1500,0,1500,1,NA,0,0,"Australasian",2,150538.97,-0.62,-9.91,-5.27,153.01,135.37,144.19,1,13.27,2,0.1,312.79,195.68,1662.75,1682.18,0,"LC","Unknown"
"179","Emballonura dianae","Emballonura dianae","Emballonura dianae","Emballonura dianae","Emballonura_dianae","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_dianae",0,0,0,"drop","drop",0,"yes","Emballonura dianae",13.21,NA,NA,44.49,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1400,0,1400,1,NA,0,0,"Australasian",2,75205.95,-2.95,-11.85,-7.4,161.39,141.09,151.24,1,10.51,1,0.15,343.56,211.3,1663.23,1663.5,0,"LC","Unknown"
"180","Emballonura furax","Emballonura furax","Emballonura furax","Emballonura furax","Emballonura_furax","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_furax",0,0,0,"drop","drop",1,"yes","Emballonura furax",15.94,NA,NA,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1500,0,1500,1,NA,1,0,"Australasian",2,143071.76,-1.59,-8.17,-4.88,146.43,135.41,140.92,1,9.62,1,0.08,350.99,213.49,1659.63,1661.47,0,"LC","Stable"
"181","Emballonura monticola","Emballonura monticola","Emballonura monticola","Emballonura monticola","Emballonura_monticola","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_monticola",0,1,0,"keep","drop",1,"yes","Emballonura monticola",5,0.163,NA,44,NA,365.25,365.25,365.25,NA,NA,NA,1,NA,NA,1.125,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,1,NA,1,0,"Australasian, Indomalayan",3,1495997.23,11.67,-8.78,1.44,125.24,95.18,110.21,1,149.09,4,0.12,233.86,246.94,1670.07,1753.66,0,"LC","Stable"
"182","Emballonura raffrayana","Emballonura raffrayana","Emballonura raffrayana","Emballonura raffrayana","Emballonura_raffrayana","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_raffrayana",0,0,0,"drop","drop",0,"yes","Emballonura raffrayana",5.61,0.174,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,1600,0,1600,1,NA,0,0,"Australasian",2,432542.2,2.22,-9.94,-3.86,161.39,118.75,140.07,1,44.26,2,0.1,257.66,222.55,1703.33,1726.73,0,"LC","Unknown"
"183","Emballonura semicaudata","Emballonura semicaudata","Emballonura semicaudata","Emballonura semicaudata","Emballonura_semicaudata","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_semicaudata",0,0,0,"drop","drop",0,"yes","Emballonura semicaudata",6.29,0.184,47,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,0,10,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Oceanian",2,2369.52,15.29,-21.01,-2.86,179.99,-179.99,0,38,83.46,38,0.1,NA,NA,NA,NA,0,"EN","Decreasing"
"184","Emballonura serii","Emballonura serii","Emballonura serii","Emballonura serii","Emballonura_serii","Emballonura","EMBALLONURIDAE","Yangochiroptera","Emballonura_serii",0,0,0,"drop","drop",0,"yes","Emballonura serii",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"A",2,0,0,0,1,300,0,300,NA,NA,NA,NA,"Australasian",2,1213.29,-1.97,-3.58,-2.77,152.32,147.31,149.82,10,11.75,10,0.09,194,251,NA,NA,0,"VU","Decreasing"
"185","Emballonura tiavato","Emballonura tiavato","Emballonura tiavato","Emballonura tiavato","Emballonura_tiavato","Emballonura","EMBALLONURIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes","Emballonura tiavato",3.3,NA,58.75,38.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,100,0,0,90,0,0,0,0,0,10,0,0,0,1,3,"A",2,0,0,0,1,330,10,320,1,NA,0,0,"Afrotropical",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"LC","Unknown"
"186","Enchisthenes hartii","Enchisthenes hartii","Enchisthenes hartii","Enchisthenes hartii","Enchisthenes_hartii","Enchisthenes","PHYLLOSTOMIDAE","Yangochiroptera","Enchisthenes_hartii",0,2,0,"keep","drop",0,"yes","Enchisthenes hartii",16.99,0.51,68.5,39.82,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10,0,90,10,0,0,0,0,0,80,10,0,0,1,1,"Ar",1,0,0,0,1,3540,0,3540,0,NA,1,0,"Nearctic, Neotropical",1,3507398.71,24.03,-17.72,3.15,-60.62,-105.67,-83.15,0,45.36,1,0.12,140.17,219.71,1258.37,1569.93,0,"LC","Unknown"
"187","Eonycteris major","Eonycteris major","Eonycteris major","Eonycteris major","Eonycteris_major","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_major",0,0,0,"drop","drop",0,"yes","Eonycteris major",80.85,NA,NA,79.76,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.99,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,1100,0,1100,1,NA,1,0,"Indomalayan",1,328195.7,5.77,-1.65,2.05,117.48,110.44,113.96,1,11.34,3,0.17,271.55,232.09,1679.56,1690.91,0,"NT","Unknown"
"188","Eonycteris robusta","Eonycteris robusta","Eonycteris robusta","Eonycteris robusta","Eonycteris_robusta","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_robusta",0,0,0,"drop","drop",0,"yes","Eonycteris robusta",78.36,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.99,NA,NA,2190,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,1100,0,1100,1,NA,0,0,"Indomalayan",2,223952,18.65,5.55,12.1,126.6,119.74,123.17,19,238.88,35,0.09,201.68,241.28,1470.69,1729.38,0,"VU","Decreasing"
"189","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Eonycteris spelaea","Eonycteris_spelaea","Eonycteris","PTEROPODIDAE","Yinpterochiroptera","Eonycteris_spelaea",90,30,14,"keep","keep",0,"yes","Eonycteris spelaea",55.15,1.18,123.83,69,1825,357.41,357.41,NA,509.59,152.18,NA,1,2,NA,14.6,59.95,NA,979.323,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,0,100,0,0,1,1,"Ar",1,0,0,0,1,1000,0,1000,NA,NA,NA,NA,"Indomalayan",3,3882233.27,30.46,-10.37,10.04,128.9,74.22,101.56,1,163.15,5,0.1,184.62,225.74,1270.52,1539.33,10,"LC","Decreasing"
"190","Epomophorus angolensis","Epomophorus angolensis","Epomophorus angolensis","Epomophorus angolensis","Epomophorus_angolensis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_angolensis",0,0,0,"drop","drop",NA,"yes","Epomophorus angolensis",88.75,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1,346769.46,-7.19,-17.87,-12.53,17.73,12.02,14.88,1,24.28,2,0.12,73.63,207,838.66,1409.63,0,"NT","Decreasing"
"191","Epomophorus anselli","Epomophorus anselli","Epomophorus anselli","Epomophorus anselli","Epomophorus_anselli","Epomophorus","PTEROPODIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",NA,"yes","Epomophorus anselli",65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"DD","Unknown"
"192","Epomophorus crypturus","Epomophorus crypturus","Epomophorus crypturus","Epomophorus crypturus","Epomophorus_crypturus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_crypturus",0,1,0,"keep","drop",0,"yes","Epomophorus crypturus",87.52,NA,159.41,80.49,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,10,60.41,NA,NA,NA,NA,0,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ar",1,0,0,0,1,2185,500,1685,0,NA,1,0,"Afrotropical",1,2059789.46,-8.27,-27.92,-18.1,38.61,20.1,29.36,1,21.06,1,0.17,80.09,217.66,824.56,1448.06,0,"LC","Unknown"
"193","Epomophorus gambianus","Epomophorus gambianus","Epomophorus gambianus","Epomophorus gambianus","Epomophorus_gambianus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_gambianus",44,14,8,"keep","keep",0,"yes","Epomophorus gambianus",80,4.328,159.41,85.27,10220,NA,NA,NA,NA,150,NA,1,1.5,NA,9.98,59.99,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2,3524240.83,15.64,3.95,9.79,39.47,-17.53,10.97,1,67.96,4,0.12,106.13,257.58,954.23,1569.57,5,"LC","Unknown"
"194","Epomophorus grandis","Epomophorus grandis","Epomophorus grandis","Epomophorus grandis","Epomophorus_grandis","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_grandis",0,0,0,"drop","drop",NA,"yes","Epomophorus grandis",49.42,NA,192.98,63.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2,775.34,-4.47,-7.22,-5.85,20.94,11.84,16.39,18,71.23,18,0.24,115.22,245.25,1105.07,1575.01,0,"DD","Unknown"
"195","Epomophorus labiatus","Epomophorus labiatus","Epomophorus labiatus","Epomophorus labiatus","Epomophorus_labiatus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_labiatus",19,2,2,"keep","keep",0,"yes","Epomophorus labiatus",69.65,1.589,94.33,73.23,NA,NA,NA,NA,NA,156.43,NA,0.99,2,NA,11,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2200,0,2200,0,NA,1,0,"Afrotropical",1,3251459.29,15.91,-13.58,1.16,41.5,11.82,26.66,0,45.6,2,0.12,76.85,234.39,904.84,1585.14,2,"LC","Stable"
"196","Epomophorus minimus","Epomophorus minimus","Epomophorus minimus","Epomophorus minimus","Epomophorus_minimus","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_minimus",0,0,0,"drop","drop",NA,"yes","Epomophorus minimus",68.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Afrotropical",2,3035705.24,11.93,-16.83,-2.44,45.3,26.57,35.94,1,36.02,3,0.12,73.96,228.57,872.81,1552.53,0,"LC","Stable"
"197","Epomophorus wahlbergi","Epomophorus wahlbergi","Epomophorus wahlbergi","Epomophorus wahlbergi","Epomophorus_wahlbergi","Epomophorus","PTEROPODIDAE","Yinpterochiroptera","Epomophorus_wahlbergi",18,14,0,"keep","keep",1,"yes","Epomophorus wahlbergi",86.795,1.961,131.69,80.66,3686.5,243.52,243.52,NA,399.95,156.43,NA,1,2,NA,NA,668.8,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,2000,0,2000,0,NA,1,0,"Afrotropical",2,5397486.84,5.24,-34.21,-14.48,48.19,8.49,28.34,0,37.08,2,0.14,89.53,223.99,922.58,1483.6,2,"LC","Stable"
"198","Epomops buettikoferi","Epomops buettikoferi","Epomops buettikoferi","Epomops buettikoferi","Epomops_buettikoferi","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_buettikoferi",5,2,2,"keep","keep",0,"yes","Epomops buettikoferi",135.67,NA,180,90.16,790.833,275.89,275.89,NA,365,139.92,NA,0.98,2,NA,23.23,55.65,47.26,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1200,0,1200,0,NA,0,0,"Afrotropical",2,479614.16,10.59,4.35,7.47,9.69,-13.29,-1.79,3,85.82,10,0.08,164.99,256.77,1242.61,1569.6,1,"LC","Decreasing"
"199","Epomops dobsonii","Epomops dobsonii","Epomops dobsonii","Epomops dobsonii","Epomops_dobsonii","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_dobsonii",3,0,0,"keep","keep",0,"yes","Epomops dobsonii",122.08,NA,NA,84.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,1890,NA,NA,0,NA,0,0,"Afrotropical",1,1146440.89,-1.95,-17.39,-9.67,35.65,13.74,24.7,1,23.86,2,0.16,92.26,212.09,863.14,1467.35,1,"LC","Stable"
"200","Epomops franqueti","Epomops franqueti","Epomops franqueti","Epomops franqueti","Epomops_franqueti","Epomops","PTEROPODIDAE","Yinpterochiroptera","Epomops_franqueti",64,12,7,"keep","keep",0,"yes","Epomops franqueti",118.99,2.213,135.03,89.44,1152.792,NA,NA,NA,NA,161.77,NA,1,2,NA,20,NA,70,NA,NA,NA,0,2,NA,1.5,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,"Ar",1,0,0,0,1,NA,NA,NA,0,NA,1,0,"Afrotropical",1,3922873.36,9.23,-12.19,-1.48,34.79,-5.27,14.76,0,45.31,1,0.12,137.29,242.66,1312.49,1561.31,6,"LC","Stable"
