"","species","gen","fam","clade","MSW3_sciName_matched","tip","vfam","Virus","dum_virus","zoo_sp","zfam","dum_zvirus"
"1259","Trinycteris nicefori","Trinycteris","PHYLLOSTOMIDAE","Yangochiroptera","Trinycteris_nicefori","Trinycteris_nicefori",0,0,0,0,0,0
"1260","Tylonycteris pachypus","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera","Tylonycteris_pachypus","Tylonycteris_pachypus",5,11,1,1,1,1
"1261","Tylonycteris pygmaeus","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera",NA,"Tylonycteris_pygmaeus",0,0,0,0,0,0
"1262","Tylonycteris robustula","Tylonycteris","VESPERTILIONIDAE","Yangochiroptera","Tylonycteris_robustula","Tylonycteris_robustula",6,21,1,1,1,1
"1263","Uroderma bakeri","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Uroderma_bakeri",0,0,0,0,0,0
"1264","Uroderma bilobatum","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera","Uroderma_bilobatum","Uroderma_bilobatum",4,6,1,3,3,1
"1265","Uroderma magnirostrum","Uroderma","PHYLLOSTOMIDAE","Yangochiroptera","Uroderma_magnirostrum","Uroderma_magnirostrum",0,0,0,0,0,0
"1266","Vampyressa bidens","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_bidens","Vampyressa_bidens",0,0,0,0,0,0
"1267","Vampyressa brocki","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_brocki","Vampyressa_brocki",0,0,0,0,0,0
"1268","Vampyressa elisabethae","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Vampyressa_elisabethae",0,0,0,0,0,0
"1269","Vampyressa melissa","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_melissa","Vampyressa_melissa",0,0,0,0,0,0
"1270","Vampyressa nymphaea","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_nymphaea","Vampyressa_nymphaea",0,0,0,0,0,0
"1271","Vampyressa pusilla","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_pusilla","Vampyressa_pusilla",0,0,0,0,0,0
"1272","Vampyressa sinchi","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Vampyressa_sinchi",0,0,0,0,0,0
"1273","Vampyressa thyone","Vampyressa","PHYLLOSTOMIDAE","Yangochiroptera","Vampyressa_thyone","Vampyressa_thyone",0,0,0,0,0,0
"1274","Vampyrodes caraccioli","Vampyrodes","PHYLLOSTOMIDAE","Yangochiroptera","Vampyrodes_caraccioli","Vampyrodes_caraccioli",1,1,1,0,0,0
"1275","Vampyrum spectrum","Vampyrum","PHYLLOSTOMIDAE","Yangochiroptera","Vampyrum_spectrum","Vampyrum_spectrum",0,0,0,0,0,0
"1276","Vespadelus baverstocki","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_baverstocki","Vespadelus_baverstocki",0,0,0,0,0,0
"1277","Vespadelus caurinus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_caurinus","Vespadelus_caurinus",0,0,0,0,0,0
"1278","Vespadelus darlingtoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_darlingtoni","Vespadelus_darlingtoni",0,0,0,0,0,0
"1279","Vespadelus douglasorum","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_douglasorum","Vespadelus_douglasorum",0,0,0,0,0,0
"1280","Vespadelus finlaysoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_finlaysoni","Vespadelus_finlaysoni",0,0,0,0,0,0
"1281","Vespadelus pumilus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_pumilus","Vespadelus_pumilus",0,0,0,0,0,0
"1282","Vespadelus regulus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_regulus","Vespadelus_regulus",6,7,1,0,0,0
"1283","Vespadelus troughtoni","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_troughtoni","Vespadelus_troughtoni",0,0,0,0,0,0
"1284","Vespadelus vulturnus","Vespadelus","VESPERTILIONIDAE","Yangochiroptera","Vespadelus_vulturnus","Vespadelus_vulturnus",0,0,0,0,0,0
"1285","Vespertilio murinus","Vespertilio","VESPERTILIONIDAE","Yangochiroptera","Vespertilio_murinus","Vespertilio_murinus",6,11,1,5,3,1
"1286","Vespertilio sinensis","Vespertilio","VESPERTILIONIDAE","Yangochiroptera","Vespertilio_sinensis","Vespertilio_sinensis",10,17,1,4,4,1
"1287","Xeronycteris vieirai","Xeronycteris","PHYLLOSTOMIDAE","Yangochiroptera",NA,"Xeronycteris_vieirai",0,0,0,0,0,0
